controller_type,controller_name,is_example_controller,controller_module,field_path,parent_field,field_scope,data_type,required,default,allowed_values_or_format,what_it_does,defined_in,source
generic,examples.basic_order_example,yes,controllers/generic/examples/basic_order_example.py,initial_positions[].connector_name,initial_positions,nested,string,no,,,Connector on which the pre-existing position exists.,InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:15
generic,examples.basic_order_example,yes,controllers/generic/examples/basic_order_example.py,initial_positions[].trading_pair,initial_positions,nested,string,no,,,Trading pair of the pre-existing position.,InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:16
generic,examples.basic_order_example,yes,controllers/generic/examples/basic_order_example.py,initial_positions[].amount,initial_positions,nested,decimal,no,,,Base-asset amount currently held in that initial position.,InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:17
generic,examples.basic_order_example,yes,controllers/generic/examples/basic_order_example.py,initial_positions[].side,initial_positions,nested,"enum string (BUY, SELL)",no,,"BUY, SELL","Direction of the initial position (`BUY` for long/base inventory, `SELL` for short inventory).",InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:18
generic,examples.basic_order_example,yes,controllers/generic/examples/basic_order_example.py,connector_name,,top_level,string,no,binance_perpetual,,Exchange/connector name that the controller uses for trading or market data.,BasicOrderExampleConfig,controllers/generic/examples/basic_order_example.py:11
generic,examples.basic_order_example,yes,controllers/generic/examples/basic_order_example.py,trading_pair,,top_level,string,no,WLD-USDT,,"Market symbol the controller trades or monitors, in `BASE-QUOTE` form.",BasicOrderExampleConfig,controllers/generic/examples/basic_order_example.py:12
generic,examples.basic_order_example,yes,controllers/generic/examples/basic_order_example.py,side,,top_level,"enum string (BUY, SELL)",no,BUY,"BUY, SELL",Trade side used by the demo order controller (`BUY` or `SELL`).,BasicOrderExampleConfig,controllers/generic/examples/basic_order_example.py:13
generic,examples.basic_order_example,yes,controllers/generic/examples/basic_order_example.py,position_mode,,top_level,"enum string (HEDGE, ONEWAY)",no,HEDGE,"HEDGE, ONEWAY",Perpetual position mode. Typical values are `HEDGE` and `ONEWAY`.,BasicOrderExampleConfig,controllers/generic/examples/basic_order_example.py:14
generic,examples.basic_order_example,yes,controllers/generic/examples/basic_order_example.py,leverage,,top_level,integer,no,20,,Leverage applied when the connector supports perpetual or margin trading.,BasicOrderExampleConfig,controllers/generic/examples/basic_order_example.py:15
generic,examples.basic_order_example,yes,controllers/generic/examples/basic_order_example.py,amount_quote,,top_level,decimal,no,10,,Order notional in quote currency.,BasicOrderExampleConfig,controllers/generic/examples/basic_order_example.py:16
generic,examples.basic_order_example,yes,controllers/generic/examples/basic_order_example.py,order_frequency,,top_level,integer,no,10,,Minimum number of seconds between placing batches of new orders or grid levels.,BasicOrderExampleConfig,controllers/generic/examples/basic_order_example.py:17
generic,examples.basic_order_open_close_example,yes,controllers/generic/examples/basic_order_open_close_example.py,id,,top_level,string,yes,required,,Unique identifier for this controller instance. Other strategy components use it to route executor actions and reports.,ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:68
generic,examples.basic_order_open_close_example,yes,controllers/generic/examples/basic_order_open_close_example.py,controller_name,,top_level,string,no,examples.basic_order_open_close_example,,Controller module name. This must match the controller implementation and is used when loading the controller from the YAML file.,BasicOrderOpenCloseExampleConfig,controllers/generic/examples/basic_order_open_close_example.py:10
generic,examples.basic_order_open_close_example,yes,controllers/generic/examples/basic_order_open_close_example.py,controller_type,,top_level,string,no,generic,"generic, directional_trading, market_making","Controller family used for grouping/loading the controller. In this repo the main families are generic, directional_trading, and market_making.",BasicOrderOpenCloseExampleConfig,controllers/generic/examples/basic_order_open_close_example.py:11
generic,examples.basic_order_open_close_example,yes,controllers/generic/examples/basic_order_open_close_example.py,total_amount_quote,,top_level,decimal,no,100,,"Total budget in quote currency that the controller uses when sizing positions, grids, or quote-side order allocations.",ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:71
generic,examples.basic_order_open_close_example,yes,controllers/generic/examples/basic_order_open_close_example.py,manual_kill_switch,,top_level,boolean,no,false,,"Manual per-controller stop flag. In the `v2_with_controllers` script, setting this to true stops the controller and issues StopExecutor actions for its executors; clearing it allows restart.",ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:79
generic,examples.basic_order_open_close_example,yes,controllers/generic/examples/basic_order_open_close_example.py,initial_positions,,top_level,list[InitialPositionConfig],no,[],,List of pre-existing positions that the controller should adopt and manage at startup instead of assuming a flat book.,ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:80
generic,examples.basic_order_open_close_example,yes,controllers/generic/examples/basic_order_open_close_example.py,initial_positions[].connector_name,initial_positions,nested,string,no,,,Connector on which the pre-existing position exists.,InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:15
generic,examples.basic_order_open_close_example,yes,controllers/generic/examples/basic_order_open_close_example.py,initial_positions[].trading_pair,initial_positions,nested,string,no,,,Trading pair of the pre-existing position.,InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:16
generic,examples.basic_order_open_close_example,yes,controllers/generic/examples/basic_order_open_close_example.py,initial_positions[].amount,initial_positions,nested,decimal,no,,,Base-asset amount currently held in that initial position.,InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:17
generic,examples.basic_order_open_close_example,yes,controllers/generic/examples/basic_order_open_close_example.py,initial_positions[].side,initial_positions,nested,"enum string (BUY, SELL)",no,,"BUY, SELL","Direction of the initial position (`BUY` for long/base inventory, `SELL` for short inventory).",InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:18
generic,examples.basic_order_open_close_example,yes,controllers/generic/examples/basic_order_open_close_example.py,connector_name,,top_level,string,no,binance_perpetual,,Exchange/connector name that the controller uses for trading or market data.,BasicOrderOpenCloseExampleConfig,controllers/generic/examples/basic_order_open_close_example.py:12
generic,examples.basic_order_open_close_example,yes,controllers/generic/examples/basic_order_open_close_example.py,trading_pair,,top_level,string,no,WLD-USDT,,"Market symbol the controller trades or monitors, in `BASE-QUOTE` form.",BasicOrderOpenCloseExampleConfig,controllers/generic/examples/basic_order_open_close_example.py:13
generic,examples.basic_order_open_close_example,yes,controllers/generic/examples/basic_order_open_close_example.py,side,,top_level,"enum string (BUY, SELL)",no,BUY,"BUY, SELL",Opening trade side used by the demo open/close controller (`BUY` or `SELL`).,BasicOrderOpenCloseExampleConfig,controllers/generic/examples/basic_order_open_close_example.py:14
generic,examples.basic_order_open_close_example,yes,controllers/generic/examples/basic_order_open_close_example.py,position_mode,,top_level,"enum string (HEDGE, ONEWAY)",no,HEDGE,"HEDGE, ONEWAY",Perpetual position mode. Typical values are `HEDGE` and `ONEWAY`.,BasicOrderOpenCloseExampleConfig,controllers/generic/examples/basic_order_open_close_example.py:15
generic,examples.basic_order_open_close_example,yes,controllers/generic/examples/basic_order_open_close_example.py,leverage,,top_level,integer,no,50,,Leverage applied when the connector supports perpetual or margin trading.,BasicOrderOpenCloseExampleConfig,controllers/generic/examples/basic_order_open_close_example.py:16
generic,examples.basic_order_open_close_example,yes,controllers/generic/examples/basic_order_open_close_example.py,close_order_delay,,top_level,integer,no,10,,Delay in seconds between opening a position and submitting the closing order in the open/close example controller.,BasicOrderOpenCloseExampleConfig,controllers/generic/examples/basic_order_open_close_example.py:17
generic,examples.basic_order_open_close_example,yes,controllers/generic/examples/basic_order_open_close_example.py,open_short_to_close_long,,top_level,boolean,no,false,,"In the example controller, use an opposite-side short/open action to close a long position.",BasicOrderOpenCloseExampleConfig,controllers/generic/examples/basic_order_open_close_example.py:18
generic,examples.basic_order_open_close_example,yes,controllers/generic/examples/basic_order_open_close_example.py,close_partial_position,,top_level,boolean,no,false,,"In the example controller, close only part of the position instead of the full size.",BasicOrderOpenCloseExampleConfig,controllers/generic/examples/basic_order_open_close_example.py:19
generic,examples.basic_order_open_close_example,yes,controllers/generic/examples/basic_order_open_close_example.py,amount_quote,,top_level,decimal,no,20,,Order notional in quote currency.,BasicOrderOpenCloseExampleConfig,controllers/generic/examples/basic_order_open_close_example.py:20
generic,examples.buy_three_times_example,yes,controllers/generic/examples/buy_three_times_example.py,id,,top_level,string,yes,required,,Unique identifier for this controller instance. Other strategy components use it to route executor actions and reports.,ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:68
generic,examples.buy_three_times_example,yes,controllers/generic/examples/buy_three_times_example.py,controller_name,,top_level,string,no,examples.buy_three_times_example,,Controller module name. This must match the controller implementation and is used when loading the controller from the YAML file.,BuyThreeTimesExampleConfig,controllers/generic/examples/buy_three_times_example.py:11
generic,examples.buy_three_times_example,yes,controllers/generic/examples/buy_three_times_example.py,controller_type,,top_level,string,no,generic,"generic, directional_trading, market_making","Controller family used for grouping/loading the controller. In this repo the main families are generic, directional_trading, and market_making.",ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:70
generic,examples.buy_three_times_example,yes,controllers/generic/examples/buy_three_times_example.py,total_amount_quote,,top_level,decimal,no,100,,"Total budget in quote currency that the controller uses when sizing positions, grids, or quote-side order allocations.",ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:71
generic,examples.buy_three_times_example,yes,controllers/generic/examples/buy_three_times_example.py,manual_kill_switch,,top_level,boolean,no,false,,"Manual per-controller stop flag. In the `v2_with_controllers` script, setting this to true stops the controller and issues StopExecutor actions for its executors; clearing it allows restart.",ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:79
generic,examples.buy_three_times_example,yes,controllers/generic/examples/buy_three_times_example.py,initial_positions,,top_level,list[InitialPositionConfig],no,[],,List of pre-existing positions that the controller should adopt and manage at startup instead of assuming a flat book.,ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:80
generic,examples.buy_three_times_example,yes,controllers/generic/examples/buy_three_times_example.py,initial_positions[].connector_name,initial_positions,nested,string,no,,,Connector on which the pre-existing position exists.,InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:15
generic,examples.buy_three_times_example,yes,controllers/generic/examples/buy_three_times_example.py,initial_positions[].trading_pair,initial_positions,nested,string,no,,,Trading pair of the pre-existing position.,InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:16
generic,examples.buy_three_times_example,yes,controllers/generic/examples/buy_three_times_example.py,initial_positions[].amount,initial_positions,nested,decimal,no,,,Base-asset amount currently held in that initial position.,InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:17
generic,examples.buy_three_times_example,yes,controllers/generic/examples/buy_three_times_example.py,initial_positions[].side,initial_positions,nested,"enum string (BUY, SELL)",no,,"BUY, SELL","Direction of the initial position (`BUY` for long/base inventory, `SELL` for short inventory).",InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:18
generic,examples.buy_three_times_example,yes,controllers/generic/examples/buy_three_times_example.py,connector_name,,top_level,string,no,binance_perpetual,,Exchange/connector name that the controller uses for trading or market data.,BuyThreeTimesExampleConfig,controllers/generic/examples/buy_three_times_example.py:12
generic,examples.buy_three_times_example,yes,controllers/generic/examples/buy_three_times_example.py,trading_pair,,top_level,string,no,WLD-USDT,,"Market symbol the controller trades or monitors, in `BASE-QUOTE` form.",BuyThreeTimesExampleConfig,controllers/generic/examples/buy_three_times_example.py:13
generic,examples.buy_three_times_example,yes,controllers/generic/examples/buy_three_times_example.py,position_mode,,top_level,"enum string (HEDGE, ONEWAY)",no,HEDGE,"HEDGE, ONEWAY",Perpetual position mode. Typical values are `HEDGE` and `ONEWAY`.,BuyThreeTimesExampleConfig,controllers/generic/examples/buy_three_times_example.py:14
generic,examples.buy_three_times_example,yes,controllers/generic/examples/buy_three_times_example.py,leverage,,top_level,integer,no,20,,Leverage applied when the connector supports perpetual or margin trading.,BuyThreeTimesExampleConfig,controllers/generic/examples/buy_three_times_example.py:15
generic,examples.buy_three_times_example,yes,controllers/generic/examples/buy_three_times_example.py,amount_quote,,top_level,decimal,no,10,,Order notional in quote currency.,BuyThreeTimesExampleConfig,controllers/generic/examples/buy_three_times_example.py:16
generic,examples.buy_three_times_example,yes,controllers/generic/examples/buy_three_times_example.py,order_frequency,,top_level,integer,no,10,,Minimum number of seconds between placing batches of new orders or grid levels.,BuyThreeTimesExampleConfig,controllers/generic/examples/buy_three_times_example.py:17
generic,examples.candles_data_controller,yes,controllers/generic/examples/candles_data_controller.py,id,,top_level,string,yes,required,,Unique identifier for this controller instance. Other strategy components use it to route executor actions and reports.,ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:68
generic,examples.candles_data_controller,yes,controllers/generic/examples/candles_data_controller.py,controller_name,,top_level,string,no,examples.candles_data_controller,,Controller module name. This must match the controller implementation and is used when loading the controller from the YAML file.,CandlesDataControllerConfig,controllers/generic/examples/candles_data_controller.py:14
generic,examples.candles_data_controller,yes,controllers/generic/examples/candles_data_controller.py,controller_type,,top_level,string,no,generic,"generic, directional_trading, market_making","Controller family used for grouping/loading the controller. In this repo the main families are generic, directional_trading, and market_making.",ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:70
generic,examples.candles_data_controller,yes,controllers/generic/examples/candles_data_controller.py,total_amount_quote,,top_level,decimal,no,100,,"Total budget in quote currency that the controller uses when sizing positions, grids, or quote-side order allocations.",ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:71
generic,examples.candles_data_controller,yes,controllers/generic/examples/candles_data_controller.py,manual_kill_switch,,top_level,boolean,no,false,,"Manual per-controller stop flag. In the `v2_with_controllers` script, setting this to true stops the controller and issues StopExecutor actions for its executors; clearing it allows restart.",ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:79
generic,examples.candles_data_controller,yes,controllers/generic/examples/candles_data_controller.py,initial_positions,,top_level,list[InitialPositionConfig],no,[],,List of pre-existing positions that the controller should adopt and manage at startup instead of assuming a flat book.,ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:80
generic,examples.candles_data_controller,yes,controllers/generic/examples/candles_data_controller.py,initial_positions[].connector_name,initial_positions,nested,string,no,,,Connector on which the pre-existing position exists.,InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:15
generic,examples.candles_data_controller,yes,controllers/generic/examples/candles_data_controller.py,initial_positions[].trading_pair,initial_positions,nested,string,no,,,Trading pair of the pre-existing position.,InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:16
generic,examples.candles_data_controller,yes,controllers/generic/examples/candles_data_controller.py,initial_positions[].amount,initial_positions,nested,decimal,no,,,Base-asset amount currently held in that initial position.,InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:17
generic,examples.candles_data_controller,yes,controllers/generic/examples/candles_data_controller.py,initial_positions[].side,initial_positions,nested,"enum string (BUY, SELL)",no,,"BUY, SELL","Direction of the initial position (`BUY` for long/base inventory, `SELL` for short inventory).",InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:18
generic,examples.candles_data_controller,yes,controllers/generic/examples/candles_data_controller.py,candles_config,,top_level,list[CandlesConfig],no,"default_factory=lambda: [{connector: binance, trading_pair: ETH-USDT, interval: 1m, max_records: 1000}, {connector: binance, trading_pair...",,List of candle subscriptions the example controller initializes and prints/monitors.,CandlesDataControllerConfig,controllers/generic/examples/candles_data_controller.py:17
generic,examples.candles_data_controller,yes,controllers/generic/examples/candles_data_controller.py,candles_config[].connector,candles_config,nested,string,no,,,Connector from which candles should be fetched.,CandlesConfig,hummingbot/data_feed/candles_feed/data_types.py:13
generic,examples.candles_data_controller,yes,controllers/generic/examples/candles_data_controller.py,candles_config[].trading_pair,candles_config,nested,string,no,,,Trading pair for the candle feed.,CandlesConfig,hummingbot/data_feed/candles_feed/data_types.py:14
generic,examples.candles_data_controller,yes,controllers/generic/examples/candles_data_controller.py,candles_config[].interval,candles_config,nested,string,no,5m,,Candle interval/timeframe for that subscription.,CandlesConfig,hummingbot/data_feed/candles_feed/data_types.py:15
generic,examples.candles_data_controller,yes,controllers/generic/examples/candles_data_controller.py,candles_config[].max_records,candles_config,nested,integer,no,500,,Maximum number of candle rows to keep/load for that subscription.,CandlesConfig,hummingbot/data_feed/candles_feed/data_types.py:16
generic,examples.full_trading_example,yes,controllers/generic/examples/full_trading_example.py,id,,top_level,string,yes,required,,Unique identifier for this controller instance. Other strategy components use it to route executor actions and reports.,ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:68
generic,examples.full_trading_example,yes,controllers/generic/examples/full_trading_example.py,controller_name,,top_level,string,no,examples.full_trading_example,,Controller module name. This must match the controller implementation and is used when loading the controller from the YAML file.,FullTradingExampleConfig,controllers/generic/examples/full_trading_example.py:11
generic,examples.full_trading_example,yes,controllers/generic/examples/full_trading_example.py,controller_type,,top_level,string,no,generic,"generic, directional_trading, market_making","Controller family used for grouping/loading the controller. In this repo the main families are generic, directional_trading, and market_making.",ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:70
generic,examples.full_trading_example,yes,controllers/generic/examples/full_trading_example.py,total_amount_quote,,top_level,decimal,no,100,,"Total budget in quote currency that the controller uses when sizing positions, grids, or quote-side order allocations.",ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:71
generic,examples.full_trading_example,yes,controllers/generic/examples/full_trading_example.py,manual_kill_switch,,top_level,boolean,no,false,,"Manual per-controller stop flag. In the `v2_with_controllers` script, setting this to true stops the controller and issues StopExecutor actions for its executors; clearing it allows restart.",ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:79
generic,examples.full_trading_example,yes,controllers/generic/examples/full_trading_example.py,initial_positions,,top_level,list[InitialPositionConfig],no,[],,List of pre-existing positions that the controller should adopt and manage at startup instead of assuming a flat book.,ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:80
generic,examples.full_trading_example,yes,controllers/generic/examples/full_trading_example.py,initial_positions[].connector_name,initial_positions,nested,string,no,,,Connector on which the pre-existing position exists.,InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:15
generic,examples.full_trading_example,yes,controllers/generic/examples/full_trading_example.py,initial_positions[].trading_pair,initial_positions,nested,string,no,,,Trading pair of the pre-existing position.,InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:16
generic,examples.full_trading_example,yes,controllers/generic/examples/full_trading_example.py,initial_positions[].amount,initial_positions,nested,decimal,no,,,Base-asset amount currently held in that initial position.,InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:17
generic,examples.full_trading_example,yes,controllers/generic/examples/full_trading_example.py,initial_positions[].side,initial_positions,nested,"enum string (BUY, SELL)",no,,"BUY, SELL","Direction of the initial position (`BUY` for long/base inventory, `SELL` for short inventory).",InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:18
generic,examples.full_trading_example,yes,controllers/generic/examples/full_trading_example.py,connector_name,,top_level,string,no,binance_perpetual,,Exchange/connector name that the controller uses for trading or market data.,FullTradingExampleConfig,controllers/generic/examples/full_trading_example.py:12
generic,examples.full_trading_example,yes,controllers/generic/examples/full_trading_example.py,trading_pair,,top_level,string,no,ETH-USDT,,"Market symbol the controller trades or monitors, in `BASE-QUOTE` form.",FullTradingExampleConfig,controllers/generic/examples/full_trading_example.py:13
generic,examples.full_trading_example,yes,controllers/generic/examples/full_trading_example.py,amount,,top_level,decimal,no,0.1,,Base-asset size used for each demo order in the full trading example.,FullTradingExampleConfig,controllers/generic/examples/full_trading_example.py:14
generic,examples.full_trading_example,yes,controllers/generic/examples/full_trading_example.py,spread,,top_level,decimal,no,0.002,,Relative distance from mid/reference price used when the example places buy and sell orders.,FullTradingExampleConfig,controllers/generic/examples/full_trading_example.py:15
generic,examples.full_trading_example,yes,controllers/generic/examples/full_trading_example.py,max_open_orders,,top_level,integer,no,3,,Maximum number of simultaneous open orders/grid levels the controller allows.,FullTradingExampleConfig,controllers/generic/examples/full_trading_example.py:16
generic,examples.liquidations_monitor_controller,yes,controllers/generic/examples/liquidations_monitor_controller.py,id,,top_level,string,yes,required,,Unique identifier for this controller instance. Other strategy components use it to route executor actions and reports.,ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:68
generic,examples.liquidations_monitor_controller,yes,controllers/generic/examples/liquidations_monitor_controller.py,controller_name,,top_level,string,no,examples.liquidations_monitor_controller,,Controller module name. This must match the controller implementation and is used when loading the controller from the YAML file.,LiquidationsMonitorControllerConfig,controllers/generic/examples/liquidations_monitor_controller.py:13
generic,examples.liquidations_monitor_controller,yes,controllers/generic/examples/liquidations_monitor_controller.py,controller_type,,top_level,string,no,generic,"generic, directional_trading, market_making","Controller family used for grouping/loading the controller. In this repo the main families are generic, directional_trading, and market_making.",ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:70
generic,examples.liquidations_monitor_controller,yes,controllers/generic/examples/liquidations_monitor_controller.py,total_amount_quote,,top_level,decimal,no,100,,"Total budget in quote currency that the controller uses when sizing positions, grids, or quote-side order allocations.",ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:71
generic,examples.liquidations_monitor_controller,yes,controllers/generic/examples/liquidations_monitor_controller.py,manual_kill_switch,,top_level,boolean,no,false,,"Manual per-controller stop flag. In the `v2_with_controllers` script, setting this to true stops the controller and issues StopExecutor actions for its executors; clearing it allows restart.",ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:79
generic,examples.liquidations_monitor_controller,yes,controllers/generic/examples/liquidations_monitor_controller.py,initial_positions,,top_level,list[InitialPositionConfig],no,[],,List of pre-existing positions that the controller should adopt and manage at startup instead of assuming a flat book.,ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:80
generic,examples.liquidations_monitor_controller,yes,controllers/generic/examples/liquidations_monitor_controller.py,initial_positions[].connector_name,initial_positions,nested,string,no,,,Connector on which the pre-existing position exists.,InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:15
generic,examples.liquidations_monitor_controller,yes,controllers/generic/examples/liquidations_monitor_controller.py,initial_positions[].trading_pair,initial_positions,nested,string,no,,,Trading pair of the pre-existing position.,InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:16
generic,examples.liquidations_monitor_controller,yes,controllers/generic/examples/liquidations_monitor_controller.py,initial_positions[].amount,initial_positions,nested,decimal,no,,,Base-asset amount currently held in that initial position.,InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:17
generic,examples.liquidations_monitor_controller,yes,controllers/generic/examples/liquidations_monitor_controller.py,initial_positions[].side,initial_positions,nested,"enum string (BUY, SELL)",no,,"BUY, SELL","Direction of the initial position (`BUY` for long/base inventory, `SELL` for short inventory).",InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:18
generic,examples.liquidations_monitor_controller,yes,controllers/generic/examples/liquidations_monitor_controller.py,exchange,,top_level,string,no,binance_paper_trade,,Exchange/connector being monitored by the example controller.,LiquidationsMonitorControllerConfig,controllers/generic/examples/liquidations_monitor_controller.py:14
generic,examples.liquidations_monitor_controller,yes,controllers/generic/examples/liquidations_monitor_controller.py,trading_pair,,top_level,string,no,BTC-USDT,,Primary market used for connector initialization by the liquidation-monitor example.,LiquidationsMonitorControllerConfig,controllers/generic/examples/liquidations_monitor_controller.py:15
generic,examples.liquidations_monitor_controller,yes,controllers/generic/examples/liquidations_monitor_controller.py,liquidations_trading_pairs,,top_level,list,no,"['BTC-USDT', '1000PEPE-USDT', '1000BONK-USDT', 'HBAR-USDT']",,List of markets for which liquidation events are subscribed to and retained in memory.,LiquidationsMonitorControllerConfig,controllers/generic/examples/liquidations_monitor_controller.py:16
generic,examples.liquidations_monitor_controller,yes,controllers/generic/examples/liquidations_monitor_controller.py,max_retention_seconds,,top_level,integer,no,10,,How long liquidation events are kept before they are dropped from the in-memory view.,LiquidationsMonitorControllerConfig,controllers/generic/examples/liquidations_monitor_controller.py:17
generic,examples.market_status_controller,yes,controllers/generic/examples/market_status_controller.py,id,,top_level,string,yes,required,,Unique identifier for this controller instance. Other strategy components use it to route executor actions and reports.,ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:68
generic,examples.market_status_controller,yes,controllers/generic/examples/market_status_controller.py,controller_name,,top_level,string,no,examples.market_status_controller,,Controller module name. This must match the controller implementation and is used when loading the controller from the YAML file.,MarketStatusControllerConfig,controllers/generic/examples/market_status_controller.py:12
generic,examples.market_status_controller,yes,controllers/generic/examples/market_status_controller.py,controller_type,,top_level,string,no,generic,"generic, directional_trading, market_making","Controller family used for grouping/loading the controller. In this repo the main families are generic, directional_trading, and market_making.",ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:70
generic,examples.market_status_controller,yes,controllers/generic/examples/market_status_controller.py,total_amount_quote,,top_level,decimal,no,100,,"Total budget in quote currency that the controller uses when sizing positions, grids, or quote-side order allocations.",ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:71
generic,examples.market_status_controller,yes,controllers/generic/examples/market_status_controller.py,manual_kill_switch,,top_level,boolean,no,false,,"Manual per-controller stop flag. In the `v2_with_controllers` script, setting this to true stops the controller and issues StopExecutor actions for its executors; clearing it allows restart.",ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:79
generic,examples.market_status_controller,yes,controllers/generic/examples/market_status_controller.py,initial_positions,,top_level,list[InitialPositionConfig],no,[],,List of pre-existing positions that the controller should adopt and manage at startup instead of assuming a flat book.,ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:80
generic,examples.market_status_controller,yes,controllers/generic/examples/market_status_controller.py,initial_positions[].connector_name,initial_positions,nested,string,no,,,Connector on which the pre-existing position exists.,InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:15
generic,examples.market_status_controller,yes,controllers/generic/examples/market_status_controller.py,initial_positions[].trading_pair,initial_positions,nested,string,no,,,Trading pair of the pre-existing position.,InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:16
generic,examples.market_status_controller,yes,controllers/generic/examples/market_status_controller.py,initial_positions[].amount,initial_positions,nested,decimal,no,,,Base-asset amount currently held in that initial position.,InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:17
generic,examples.market_status_controller,yes,controllers/generic/examples/market_status_controller.py,initial_positions[].side,initial_positions,nested,"enum string (BUY, SELL)",no,,"BUY, SELL","Direction of the initial position (`BUY` for long/base inventory, `SELL` for short inventory).",InitialPositionConfig,hummingbot/strategy_v2/models/position_config.py:18
generic,examples.market_status_controller,yes,controllers/generic/examples/market_status_controller.py,exchanges,,top_level,list,no,"['binance_paper_trade', 'kucoin_paper_trade', 'gate_io_paper_trade']",,List of exchanges/connectors whose order books and prices are shown by the monitoring example.,MarketStatusControllerConfig,controllers/generic/examples/market_status_controller.py:13
generic,examples.market_status_controller,yes,controllers/generic/examples/market_status_controller.py,trading_pairs,,top_level,list,no,"['ETH-USDT', 'BTC-USDT', 'POL-USDT', 'AVAX-USDT', 'WLD-USDT', 'DOGE-USDT', 'SHIB-USDT', 'XRP-USDT', 'SOL-USDT']",,List of markets shown by the market-status example.,MarketStatusControllerConfig,controllers/generic/examples/market_status_controller.py:14
generic,examples.price_monitor_controller,yes,controllers/generic/examples/price_monitor_controller.py,id,,top_level,string,yes,required,,Unique identifier for this controller instance. Other strategy components use it to route executor actions and reports.,ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:68
generic,examples.price_monitor_controller,yes,controllers/generic/examples/price_monitor_controller.py,controller_name,,top_level,string,no,examples.price_monitor_controller,,Controller module name. This must match the controller implementation and is used when loading the controller from the YAML file.,PriceMonitorControllerConfig,controllers/generic/examples/price_monitor_controller.py:11
generic,examples.price_monitor_controller,yes,controllers/generic/examples/price_monitor_controller.py,controller_type,,top_level,string,no,generic,"generic, directional_trading, market_making","Controller family used for grouping/loading the controller. In this repo the main families are generic, directional_trading, and market_making.",ControllerConfigBase,hummingbot/strategy_v2/controllers/controller_base.py:70
